year,state,state_code,deaths,population,crude_rate
1999,Arizona,04,6781,1032514,656.7465429040187
2000,Arizona,04,6854,1070276,640.395561518711
2001,Arizona,04,7042,1128753,623.8743108545448
2002,Arizona,04,7594,1179404,643.8845382922223
2003,Arizona,04,7815,1230617,635.0472974125987
2004,Arizona,04,8028,1286040,624.241858729122
2005,Arizona,04,8686,1353018,641.9722427935179
2006,Arizona,04,8872,1417801,625.7577755975627
2007,Arizona,04,8878,1468199,604.6864219359909
2008,Arizona,04,9121,1507727,604.9503656829121
2009,Arizona,04,9157,1540845,594.2843050404161
2010,Arizona,04,9441,1568774,601.8075261318711
2011,Arizona,04,9629,1598632,602.3274900039534
2012,Arizona,04,9901,1603872,617.3185890145847
2013,Arizona,04,10067,1613067,624.0906298374463
2014,Arizona,04,10127,1633417,619.9886495610123
2015,Arizona,04,10529,1657469,635.2456667364518
2016,Arizona,04,10955,1678039,652.845374869118
2017,Arizona,04,10679,1694017,630.3950904861049
2018,Arizona,04,10938,1717067,637.0164938234792
2019,Arizona,04,10851,1732884,626.1815562957474
1999,Arkansas,05,4665,591060,789.2599736067405
2000,Arkansas,05,4883,606302,805.3742194483937
2001,Arkansas,05,4927,625960,787.110997507828
2002,Arkansas,05,5242,642505,815.8691372051579
2003,Arkansas,05,5378,657421,818.0450578852821
2004,Arkansas,05,5529,673738,820.6454140927185
2005,Arkansas,05,5664,691183,819.464599100383
2006,Arkansas,05,5776,709982,813.5417517627208
2007,Arkansas,05,5886,724609,812.3001508399702
2008,Arkansas,05,6219,737074,843.741605320497
2009,Arkansas,05,6195,749138,826.9504417076693
2010,Arkansas,05,6170,758257,813.7082809654247
2011,Arkansas,05,6456,767111,841.5991949013899
2012,Arkansas,05,6506,761087,854.8299997240789
2013,Arkansas,05,6520,758066,860.0834228154276
2014,Arkansas,05,6647,755423,879.9043714581102
2015,Arkansas,05,6773,756882,894.8554728478152
2016,Arkansas,05,6847,757242,904.2023553896905
2017,Arkansas,05,6934,756507,916.581075918663
2018,Arkansas,05,6714,753134,891.4748238693247
2019,Arkansas,05,6733,747576,900.6442154376277
1999,California,06,38712,6732357,575.0140701094729
2000,California,06,39326,6945728,566.189750016125
2001,California,06,41017,7262695,564.7628049918109
2002,California,06,41824,7531818,555.2975390536521
2003,California,06,43866,7797979,562.5303684454651
2004,California,06,43867,8035211,545.9346369373499
2005,California,06,45307,8279719,547.2045609277319
2006,California,06,46152,8498120,543.0848234668374
2007,California,06,46598,8705909,535.2456590115977
2008,California,06,46661,8907401,523.8452832650063
2009,California,06,47354,9125993,518.8914784396613
2010,California,06,46708,9288864,502.83866789308144
2011,California,06,48069,9470194,507.5819988481756
2012,California,06,48523,9535809,508.85037651236513
2013,California,06,48605,9615601,505.48062466402257
2014,California,06,49138,9763144,503.3009858299744
2015,California,06,49921,9876676,505.4433293144374
2016,California,06,50546,9884015,511.39137283785993
2017,California,06,49966,9925366,503.41720396003535
2018,California,06,49663,9853200,504.0291478910405
2019,California,06,49236,9766380,504.13766410891236
1999,Colorado,08,4562,922105,494.73758411460733
2000,Colorado,08,4734,953432,496.5220382785558
2001,Colorado,08,4868,1007267,483.28794649283657
2002,Colorado,08,5324,1049321,507.3757220145218
2003,Colorado,08,5553,1089599,509.6370316052052
2004,Colorado,08,5570,1125413,494.92941702290625
2005,Colorado,08,5788,1168558,495.3113153134033
2006,Colorado,08,5858,1211687,483.4581868089697
2007,Colorado,08,6170,1252323,492.6843953197378
2008,Colorado,08,6481,1286548,503.7511231605817
2009,Colorado,08,6647,1319651,503.6937796432541
2010,Colorado,08,6607,1340342,492.9338929914902
2011,Colorado,08,7020,1363002,515.0395964202547
2012,Colorado,08,6959,1367297,508.960379493263
2013,Colorado,08,6976,1373276,507.9823720796111
2014,Colorado,08,7131,1384601,515.0220171731784
2015,Colorado,08,7265,1399924,518.9567433660685
2016,Colorado,08,7458,1417033,526.3109610009083
2017,Colorado,08,7437,1421613,523.1381536325287
2018,Colorado,08,7333,1420771,516.1282148917735
2019,Colorado,08,7463,1419163,525.8733492910962
1999,Connecticut,09,4194,771779,543.4198131848625
2000,Connecticut,09,4389,789420,555.9778064908414
2001,Connecticut,09,4269,820033,520.5888055724587
2002,Connecticut,09,4389,846241,518.6465794023215
2003,Connecticut,09,4565,872795,523.0323271787763
2004,Connecticut,09,4506,896836,502.4329977833183
2005,Connecticut,09,4507,921577,489.053003709945
2006,Connecticut,09,4568,946705,482.5156727808557
2007,Connecticut,09,4646,966634,480.63693186873206
2008,Connecticut,09,4675,982536,475.80953776757286
2009,Connecticut,09,4683,1003524,466.6555059968671
2010,Connecticut,09,4725,1019049,463.6675959644727
2011,Connecticut,09,4807,1034162,464.8207921002705
2012,Connecticut,09,4892,1034010,473.1095443951219
2013,Connecticut,09,4888,1033761,472.8365647378843
2014,Connecticut,09,4865,1034514,470.26913120557094
2015,Connecticut,09,5027,1034933,485.73192660780944
2016,Connecticut,09,5019,1028705,487.8949747498068
2017,Connecticut,09,4976,1022836,486.49050287631644
2018,Connecticut,09,5089,1006756,505.48494372022617
2019,Connecticut,09,5105,990360,515.4691223393513
1999,Delaware,10,1100,170714,644.352542849444
2000,Delaware,10,1168,175518,665.4588133410819
2001,Delaware,10,1277,183805,694.7580316095862
2002,Delaware,10,1213,191073,634.8359004150246
2003,Delaware,10,1327,198707,667.8174397479706
2004,Delaware,10,1343,206390,650.709821212268
2005,Delaware,10,1420,214570,661.7886936664025
2006,Delaware,10,1427,222436,641.5328454027226
2007,Delaware,10,1435,229153,626.2191636155756
2008,Delaware,10,1555,235098,661.4262988200666
2009,Delaware,10,1532,240336,637.4409160508621
2010,Delaware,10,1587,244483,649.1248880290245
2011,Delaware,10,1589,249528,636.802282709756
2012,Delaware,10,1620,250128,647.6683937823834
2013,Delaware,10,1738,251824,690.1645593748015
2014,Delaware,10,1612,253624,635.5865375516512
2015,Delaware,10,1663,256596,648.1005159862196
2016,Delaware,10,1681,258331,650.7155548501728
2017,Delaware,10,1798,258759,694.8550581815512
2018,Delaware,10,1718,258130,665.5561151357842
2019,Delaware,10,1716,256611,668.7164618819926
1999,District of Columbia,11,1363,121948,1117.689507002985
2000,District of Columbia,11,1366,125093,1091.9875612544267
2001,District of Columbia,11,1394,128215,1087.236282806224
2002,District of Columbia,11,1441,130398,1105.0782987469133
2003,District of Columbia,11,1393,131088,1062.6449408031247
2004,District of Columbia,11,1336,132297,1009.8490517547639
2005,District of Columbia,11,1398,133429,1047.7482406373429
2006,District of Columbia,11,1337,134355,995.12485579249
2007,District of Columbia,11,1313,135387,969.812463530472
2008,District of Columbia,11,1356,136532,993.1737614625142
2009,District of Columbia,11,1260,138293,911.1090221486264
2010,District of Columbia,11,1245,139680,891.3230240549827
2011,District of Columbia,11,1237,142582,867.5709416335864
2012,District of Columbia,11,1181,143228,824.5594436841959
2013,District of Columbia,11,1217,144803,840.4522005759549
2014,District of Columbia,11,1277,145624,876.9158929846728
2015,District of Columbia,11,1313,147182,892.0927830848881
2016,District of Columbia,11,1353,147565,916.8840849795006
2017,District of Columbia,11,1307,146342,893.113391917563
2018,District of Columbia,11,1299,145755,891.2215704435525
2019,District of Columbia,11,1253,144162,869.1610826708841
1999,Florida,12,24072,3501392,687.4980007951124
2000,Florida,12,25211,3628492,694.8065477338795
2001,Florida,12,26000,3815136,681.4960200632428
2002,Florida,12,26867,3982690,674.5943068629495
2003,Florida,12,28455,4143913,686.6698214948045
2004,Florida,12,29225,4325200,675.6912975122538
2005,Florida,12,30005,4518779,664.0068036077887
2006,Florida,12,30828,4682231,658.4040813022681
2007,Florida,12,31010,4800683,645.9497533996725
2008,Florida,12,31623,4892666,646.3347385658452
2009,Florida,12,32084,4989792,642.9927339656643
2010,Florida,12,32529,5079161,640.4404191952175
2011,Florida,12,32962,5183082,635.9536661777684
2012,Florida,12,33389,5210087,640.8530222240051
2013,Florida,12,33578,5238644,640.9673953794149
2014,Florida,12,34432,5310833,648.3352046656335
2015,Florida,12,35314,5402166,653.7007563262588
2016,Florida,12,36567,5483473,666.8583943059444
2017,Florida,12,37094,5565463,666.503397830513
2018,Florida,12,36916,5600973,659.099767129747
2019,Florida,12,36637,5607750,653.3279835941331
1999,Georgia,13,12716,1689398,752.6941549593405
2000,Georgia,13,13129,1741448,753.9128357550728
2001,Georgia,13,13578,1827422,743.013928911877
2002,Georgia,13,14252,1899932,750.1321099913049
2003,Georgia,13,14769,1970222,749.610957546916
2004,Georgia,13,15143,2038368,742.898240160756
2005,Georgia,13,15570,2119838,734.490088393547
2006,Georgia,13,15971,2200726,725.7150594849155
2007,Georgia,13,15907,2282405,696.940288861968
2008,Georgia,13,16424,2345888,700.1186757424055
2009,Georgia,13,16889,2410651,700.5991327653816
2010,Georgia,13,17288,2460809,702.5331913204154
2011,Georgia,13,17411,2511125,693.3545721539151
2012,Georgia,13,17518,2529059,692.6686961435063
2013,Georgia,13,18084,2551485,708.7637199513224
2014,Georgia,13,18211,2577733,706.4734788281021
2015,Georgia,13,18521,2615881,708.0215040363075
2016,Georgia,13,19081,2653509,719.0855580290099
2017,Georgia,13,19113,2682648,712.4676811866484
2018,Georgia,13,18993,2697120,704.1955864032747
2019,Georgia,13,19063,2707185,704.1631805731784
1999,Hawaii,15,1432,270899,528.6102938733624
2000,Hawaii,15,1487,277940,535.0075555875369
2001,Hawaii,15,1548,290188,533.4472824513764
2002,Hawaii,15,1615,301116,536.338155395263
2003,Hawaii,15,1621,311559,520.2866872727155
2004,Hawaii,15,1656,324979,509.5713876896661
2005,Hawaii,15,1802,334648,538.4762496712964
2006,Hawaii,15,1822,343811,529.9423229623252
2007,Hawaii,15,1823,352482,517.189530245516
2008,Hawaii,15,1843,359325,512.9061434634384
2009,Hawaii,15,1936,364508,531.1268888474327
2010,Hawaii,15,1874,369327,507.4094230857749
2011,Hawaii,15,1977,369086,535.6475184645313
2012,Hawaii,15,1955,367582,531.8541169045274
2013,Hawaii,15,1949,359727,541.799753702113
2014,Hawaii,15,2103,357988,587.4498586544801
2015,Hawaii,15,2049,355052,577.0985658438764
2016,Hawaii,15,1951,362677,537.9442313684077
2017,Hawaii,15,1972,358089,550.7010826917331
2018,Hawaii,15,1963,351351,558.7005587005588
2019,Hawaii,15,2006,346884,578.2913019914438
1999,Idaho,16,1416,269265,525.8759957662526
2000,Idaho,16,1470,277777,529.201481764149
2001,Idaho,16,1547,291603,530.5158040212207
2002,Idaho,16,1623,303381,534.9708782026561
2003,Idaho,16,1763,314932,559.8033861277991
2004,Idaho,16,1726,326759,528.218044491506
2005,Idaho,16,1755,341557,513.8234613841906
2006,Idaho,16,1846,356059,518.4534023855597
2007,Idaho,16,1886,368093,512.3705150600528
2008,Idaho,16,1965,376702,521.6324840324713
2009,Idaho,16,2114,383795,550.8148881564377
2010,Idaho,16,2045,388850,525.9097338305259
2011,Idaho,16,2182,395178,552.1562435155804
2012,Idaho,16,2160,395199,546.560087449614
2013,Idaho,16,2376,396439,599.3355850458709
2014,Idaho,16,2258,398806,566.1900773809823
2015,Idaho,16,2349,402352,583.8171551278483
2016,Idaho,16,2374,406859,583.4945275881817
2017,Idaho,16,2361,411119,574.2862772092751
2018,Idaho,16,2405,414775,579.8324392743054
2019,Idaho,16,2313,420126,550.5491209779923
1999,Illinois,17,17415,2613389,666.3761116312957
2000,Illinois,17,17329,2667375,649.6649327522376
2001,Illinois,17,17760,2757133,644.1473806305319
2002,Illinois,17,18226,2834615,642.9797344612937
2003,Illinois,17,18030,2908431,619.9218754029234
2004,Illinois,17,18285,2979461,613.7016057602365
2005,Illinois,17,18608,3056388,608.8232253234864
2006,Illinois,17,18749,3128230,599.3485133765739
2007,Illinois,17,18875,3189720,591.7447299449482
2008,Illinois,17,19480,3240921,601.0637099762691
2009,Illinois,17,19368,3300115,586.8886387292564
2010,Illinois,17,19148,3344086,572.5929297272858
2011,Illinois,17,19354,3388123,571.2307374909352
2012,Illinois,17,19811,3381964,585.7838817917636
2013,Illinois,17,19700,3385364,581.9167451417337
2014,Illinois,17,20044,3390662,591.1529960815911
2015,Illinois,17,20302,3391040,598.6953854864585
2016,Illinois,17,20218,3368867,600.1424217696929
2017,Illinois,17,20126,3349096,600.9382830471268
2018,Illinois,17,20612,3305037,623.654137608747
2019,Illinois,17,19962,3258072,612.6936421294557
1999,Indiana,18,8932,1318702,677.332710498657
2000,Indiana,18,9179,1346709,681.5874847498606
2001,Indiana,18,9283,1394274,665.7945281917328
2002,Indiana,18,9628,1435398,670.7547314403391
2003,Indiana,18,10000,1475938,677.5352352199077
2004,Indiana,18,9859,1514290,651.0641951013347
2005,Indiana,18,10181,1556874,653.9385974716001
2006,Indiana,18,10623,1597866,664.8242092891394
2007,Indiana,18,10468,1633325,640.9012290879035
2008,Indiana,18,11002,1661552,662.1520120947163
2009,Indiana,18,11304,1693506,667.4909920602585
2010,Indiana,18,11611,1715911,676.6667968210472
2011,Indiana,18,11946,1738363,687.1982434048584
2012,Indiana,18,12030,1732932,694.1991953521547
2013,Indiana,18,12211,1734390,704.0515685630106
2014,Indiana,18,12436,1733493,717.3954553032519
2015,Indiana,18,12600,1734738,726.3344666456836
2016,Indiana,18,12889,1730213,744.9371840345668
2017,Indiana,18,12968,1725063,751.7406610657117
2018,Indiana,18,12908,1713110,753.4834307195686
2019,Indiana,18,12726,1699111,748.9799077282179
1999,Iowa,19,3444,638316,539.5446769311751
2000,Iowa,19,3531,650206,543.0586614088459
2001,Iowa,19,3467,671073,516.6352989913169
2002,Iowa,19,3576,689151,518.8993413635038
2003,Iowa,19,3955,706700,559.6434130465543
2004,Iowa,19,3810,724776,525.67965826683
2005,Iowa,19,3979,743605,535.0959178596164
2006,Iowa,19,4034,762251,529.222001676613
2007,Iowa,19,4154,777912,533.9935622538281
2008,Iowa,19,4348,790684,549.9036277450916
2009,Iowa,19,4336,803659,539.5323140784835
2010,Iowa,19,4495,812476,553.2471112992876
2011,Iowa,19,4557,821098,554.9885640934456
2012,Iowa,19,4641,817169,567.9363754621137
2013,Iowa,19,4740,815947,580.9200842701794
2014,Iowa,19,4778,813873,587.0694813564279
2015,Iowa,19,4746,812142,584.3805639900412
2016,Iowa,19,4864,805742,603.6671788239908
2017,Iowa,19,4919,798438,616.0778920842946
2018,Iowa,19,4837,788868,613.1570807790404
2019,Iowa,19,5058,778205,649.957273469073
1999,Kansas,20,3473,561877,618.1068098534021
2000,Kansas,20,3335,574400,580.6058495821727
2001,Kansas,20,3527,596898,590.8882254589561
2002,Kansas,20,3684,616483,597.5833883497193
2003,Kansas,20,3810,634975,600.0236229772826
2004,Kansas,20,3859,652367,591.5381985906706
2005,Kansas,20,4063,671418,605.1371872663527
2006,Kansas,20,4101,688108,595.9820260773018
2007,Kansas,20,4147,704882,588.325421843656
2008,Kansas,20,4251,716536,593.2709591702302
2009,Kansas,20,4358,729538,597.3643593616782
2010,Kansas,20,4477,737511,607.0417932749477
2011,Kansas,20,4592,745054,616.3311652578203
2012,Kansas,20,4596,739901,621.1641827758037
2013,Kansas,20,4583,733315,624.9701697087883
2014,Kansas,20,4754,731201,650.1632246126578
2015,Kansas,20,4865,728095,668.1820366847733
2016,Kansas,20,4795,726517,659.9983207550546
2017,Kansas,20,4886,719199,679.3669067949205
2018,Kansas,20,4844,709362,682.8671397678478
2019,Kansas,20,4833,699466,690.9556718982767
1999,Kentucky,21,7053,907427,777.2526054437436
2000,Kentucky,21,7081,929527,761.7852951017022
2001,Kentucky,21,7489,961309,779.0419105615364
2002,Kentucky,21,7793,990336,786.9046465038128
2003,Kentucky,21,7908,1019563,775.6264203389098
2004,Kentucky,21,7861,1044090,752.904443103564
2005,Kentucky,21,8231,1072902,767.1716522105467
2006,Kentucky,21,8254,1102089,748.9413286948694
2007,Kentucky,21,8471,1123960,753.6745079896082
2008,Kentucky,21,8829,1146722,769.9337764514852
2009,Kentucky,21,9410,1166100,806.9633822142184
2010,Kentucky,21,9497,1182090,803.4075239617964
2011,Kentucky,21,9662,1198024,806.4946945971033
2012,Kentucky,21,10008,1189839,841.1222022475309
2013,Kentucky,21,9861,1191272,827.770651874635
2014,Kentucky,21,10241,1189055,861.2721867365261
2015,Kentucky,21,10682,1189457,898.0568444256497
2016,Kentucky,21,10865,1187322,915.0845347765812
2017,Kentucky,21,10793,1182649,912.6122797212021
2018,Kentucky,21,10698,1174159,911.1202145535656
2019,Kentucky,21,10752,1161951,925.3402251902189
1999,Louisiana,22,7838,943679,830.5790422378795
2000,Louisiana,22,8285,965319,858.2655060140742
2001,Louisiana,22,8444,1000109,844.3079704312229
2002,Louisiana,22,8532,1031950,826.7842434226465
2003,Louisiana,22,8980,1062879,844.875098670686
2004,Louisiana,22,9078,1092639,830.8325073514674
2005,Louisiana,22,9765,1123900,868.8495417741792
2006,Louisiana,22,9128,1096422,832.5261623717874
2007,Louisiana,22,9011,1125130,800.8852310399687
2008,Louisiana,22,9519,1150107,827.6621218721388
2009,Louisiana,22,9573,1173443,815.8044319153124
2010,Louisiana,22,9567,1189937,803.9921441219157
2011,Louisiana,22,9641,1205629,799.6655687612026
2012,Louisiana,22,9932,1200566,827.2764679326251
2013,Louisiana,22,10330,1201086,860.0549835731997
2014,Louisiana,22,10583,1201120,881.0943119754895
2015,Louisiana,22,10505,1200133,875.3196520718953
2016,Louisiana,22,10467,1194838,876.0183388877823
2017,Louisiana,22,10490,1185265,885.0341484815632
2018,Louisiana,22,10238,1169572,875.3629532854754
2019,Louisiana,22,10168,1153018,881.8596067017168
1999,Maine,23,1750,306163,571.5909499188341
2000,Maine,23,1797,315783,569.0616657641482
2001,Maine,23,1814,329150,551.1165122284673
2002,Maine,23,1935,341025,567.4070815922586
2003,Maine,23,2011,352964,569.7464897269977
2004,Maine,23,1942,364393,532.9410828418768
2005,Maine,23,2191,375155,584.0252695552505
2006,Maine,23,2221,385189,576.6000586724958
2007,Maine,23,2191,394024,556.0574990355917
2008,Maine,23,2198,400769,548.4456133084145
2009,Maine,23,2202,406351,541.8960455369864
2010,Maine,23,2313,410676,563.2177190778132
2011,Maine,23,2286,414702,551.2392030904119
2012,Maine,23,2334,411540,567.1380667735822
2013,Maine,23,2313,409470,564.8765477324346
2014,Maine,23,2349,406885,577.3129999877116
2015,Maine,23,2466,404361,609.8510983996973
2016,Maine,23,2463,401038,614.156264493639
2017,Maine,23,2562,397650,644.2851754055074
2018,Maine,23,2466,392154,628.8345904925106
2019,Maine,23,2512,386290,650.2886432473013
1999,Maryland,24,7708,1193472,645.8467395967396
2000,Maryland,24,8068,1225408,658.3929597325953
2001,Maryland,24,8205,1277071,642.4858132398276
2002,Maryland,24,8493,1321843,642.5120078556985
2003,Maryland,24,8661,1363393,635.2533715517096
2004,Maryland,24,8720,1404618,620.8093588434721
2005,Maryland,24,9012,1443478,624.3254140347134
2006,Maryland,24,9012,1478738,609.4385888507633
2007,Maryland,24,8966,1508904,594.2061257707581
2008,Maryland,24,9026,1534657,588.1444518221335
2009,Maryland,24,9435,1571495,600.3837110522146
2010,Maryland,24,9193,1597972,575.2916822071976
2011,Maryland,24,9146,1627087,562.1088485127101
2012,Maryland,24,9346,1632747,572.4095649846547
2013,Maryland,24,9445,1637481,576.8005857777891
2014,Maryland,24,9548,1643118,581.0903416553163
2015,Maryland,24,9663,1650040,585.6221667353519
2016,Maryland,24,10148,1648814,615.4726973448794
2017,Maryland,24,10141,1651984,613.8679309242705
2018,Maryland,24,10107,1631661,619.4301389810752
2019,Maryland,24,9999,1613986,619.5221024222019
1999,Massachusetts,25,7439,1384373,537.3551781203475
2000,Massachusetts,25,7860,1419760,553.614695441483
2001,Massachusetts,25,8012,1472697,544.0358743176635
2002,Massachusetts,25,8360,1515932,551.4759237221723
2003,Massachusetts,25,8504,1557067,546.1550466357581
2004,Massachusetts,25,8376,1597141,524.4371035494048
2005,Massachusetts,25,8380,1636919,511.93736525753565
2006,Massachusetts,25,8704,1675719,519.4188285744806
2007,Massachusetts,25,8612,1712977,502.75047475827176
2008,Massachusetts,25,8468,1745822,485.04372152487485
2009,Massachusetts,25,8760,1786581,490.3220173056805
2010,Massachusetts,25,8788,1815804,483.97293981068447
2011,Massachusetts,25,8854,1847455,479.2538925170032
2012,Massachusetts,25,8789,1855066,473.7836820900173
2013,Massachusetts,25,9002,1863073,483.1802081829322
2014,Massachusetts,25,9222,1871909,492.6521534967779
2015,Massachusetts,25,9352,1883147,496.61550585270294
2016,Massachusetts,25,9281,1878120,494.1643771431006
2017,Massachusetts,25,9505,1876424,506.5486265364331
2018,Massachusetts,25,9348,1860698,502.39211306724684
2019,Massachusetts,25,9414,1836823,512.515359400443
1999,Michigan,26,14743,2180031,676.2747869181677
2000,Michigan,26,14811,2230978,663.8792493695589
2001,Michigan,26,15101,2310403,653.6089158471488
2002,Michigan,26,15646,2381204,657.0625616284872
2003,Michigan,26,15931,2448494,650.6448453620878
2004,Michigan,26,15864,2512778,631.3331301054053
2005,Michigan,26,16772,2573778,651.6490544250514
2006,Michigan,26,16795,2628794,638.8861204035006
2007,Michigan,26,17236,2671540,645.1709500887129
2008,Michigan,26,17456,2699413,646.6591069984474
2009,Michigan,26,17582,2736345,642.5359375371162
2010,Michigan,26,17886,2762030,647.5671879016521
2011,Michigan,26,18281,2786164,656.1351018820142
2012,Michigan,26,17881,2775520,644.2396379777483
2013,Michigan,26,18288,2769322,660.3782442056214
2014,Michigan,26,18547,2762132,671.4740642373355
2015,Michigan,26,18635,2758314,675.5938591472907
2016,Michigan,26,18981,2740872,692.5168340586499
2017,Michigan,26,18751,2722722,688.685807805571
2018,Michigan,26,18633,2692864,691.9398825934024
2019,Michigan,26,18154,2654214,683.9689640699656
1999,Minnesota,27,5110,1039174,491.73670626863253
2000,Minnesota,27,5140,1070565,480.1203103034379
2001,Minnesota,27,5294,1119406,472.9293929101684
2002,Minnesota,27,5439,1159615,469.03498143780473
2003,Minnesota,27,5483,1199412,457.1406655928071
2004,Minnesota,27,5648,1239429,455.69371057156155
2005,Minnesota,27,5848,1280104,456.8378819220938
2006,Minnesota,27,5932,1320237,449.31326723913963
2007,Minnesota,27,6031,1355887,444.80107855595634
2008,Minnesota,27,6260,1386084,451.63208001823847
2009,Minnesota,27,6535,1416737,461.27121688782034
2010,Minnesota,27,6464,1437262,449.7440271850227
2011,Minnesota,27,6760,1460963,462.708501173541
2012,Minnesota,27,6757,1462534,462.0063533565716
2013,Minnesota,27,6785,1467257,462.42750929114663
2014,Minnesota,27,6804,1470329,462.75357420006003
2015,Minnesota,27,7008,1472425,475.94953902575685
2016,Minnesota,27,7110,1466731,484.75146431076996
2017,Minnesota,27,7176,1460714,491.26659975874816
2018,Minnesota,27,7170,1445936,495.87256974029276
2019,Minnesota,27,7131,1429782,498.7473614858769
1999,Mississippi,28,5341,593398,900.0704417608418
2000,Mississippi,28,5465,607804,899.1385380813551
2001,Mississippi,28,5481,628883,871.5452635863905
2002,Mississippi,28,5818,647408,898.660504658577
2003,Mississippi,28,5927,664683,891.7032630592327
2004,Mississippi,28,6145,683135,899.5293755992593
2005,Mississippi,28,6449,701508,919.3052680796227
2006,Mississippi,28,6457,716649,900.998954857957
2007,Mississippi,28,6473,731857,884.4624018080035
2008,Mississippi,28,6723,744419,903.120420086
2009,Mississippi,28,6564,755353,868.9976739352329
2010,Mississippi,28,6857,764301,897.1596269009199
2011,Mississippi,28,7019,771084,910.2769607461703
2012,Mississippi,28,6968,765841,909.8494334985982
2013,Mississippi,28,7361,763600,963.986380303824
2014,Mississippi,28,7538,762733,988.2881689922948
2015,Mississippi,28,7459,761461,979.5642849732292
2016,Mississippi,28,7530,760792,989.7580416197857
2017,Mississippi,28,7560,758947,996.116988406305
2018,Mississippi,28,7464,754686,989.0205992956012
2019,Mississippi,28,7420,747951,992.0435964388041
1999,Missouri,29,8620,1220456,706.2933854231533
2000,Missouri,29,8684,1249860,694.7978173555438
2001,Missouri,29,8832,1296984,680.9644529153791
2002,Missouri,29,9234,1337174,690.5608395018149
2003,Missouri,29,9662,1376928,701.7069883102093
2004,Missouri,29,9635,1415041,680.8989986862572
2005,Missouri,29,9941,1457220,682.1893742880279
2006,Missouri,29,10231,1498951,682.5439924320408
2007,Missouri,29,10105,1534187,658.6550400961552
2008,Missouri,29,10939,1563077,699.8375639843719
2009,Missouri,29,10890,1591432,684.2893695740692
2010,Missouri,29,10963,1611850,680.1501380401402
2011,Missouri,29,11305,1628656,694.130620585317
2012,Missouri,29,11334,1619285,699.9385531268431
2013,Missouri,29,11600,1615139,718.2044393702338
2014,Missouri,29,11990,1610815,744.3437017907085
2015,Missouri,29,12100,1610433,751.3507236873562
2016,Missouri,29,11851,1605519,738.1413735994404
2017,Missouri,29,11967,1596139,749.746732584067
2018,Missouri,29,12377,1581229,782.745573221842
2019,Missouri,29,12095,1563676,773.4978345897744
1999,Montana,30,1227,214241,572.7195074705589
2000,Montana,30,1243,220207,564.4688860935393
2001,Montana,30,1298,229076,566.6241771289878
2002,Montana,30,1423,236966,600.5080897681524
2003,Montana,30,1404,245261,572.4513885208003
2004,Montana,30,1382,253603,544.9462348631522
2005,Montana,30,1510,262169,575.9643588677532
2006,Montana,30,1516,270075,561.3255577154495
2007,Montana,30,1622,277221,585.0927599279997
2008,Montana,30,1594,281961,565.3264103900893
2009,Montana,30,1709,286334,596.8554205927344
2010,Montana,30,1618,288690,560.4627801447921
2011,Montana,30,1752,289989,604.1608474804216
2012,Montana,30,1742,287164,606.6219999721413
2013,Montana,30,1740,283998,612.6803709885281
2014,Montana,30,1780,281473,632.3874758857866
2015,Montana,30,1918,279349,686.5963364823215
2016,Montana,30,1803,278148,648.2160576383795
2017,Montana,30,1765,274916,642.0142880006985
2018,Montana,30,1735,271665,638.6542248725452
